realtime_start,date,value,realtime_end
2018-11-07,2014-05-01,55322,2018-11-07
2018-11-07,2014-06-01,55860,2018-11-07
2018-11-07,2014-07-01,56040,2018-11-07
2018-11-07,2014-08-01,56177,2018-11-07
2018-11-07,2014-09-01,56351,2018-11-07
2018-11-07,2014-10-01,56568,2018-11-07
2018-11-07,2014-11-01,56601,2018-11-07
2018-11-07,2014-12-01,56942,2018-11-07
2018-11-07,2015-01-01,56930,2018-11-07
2018-11-07,2015-02-01,56969,2018-11-07
2018-11-07,2015-03-01,56957,2018-11-07
2018-11-07,2015-04-01,56902,2018-11-07
2018-11-07,2015-05-01,56947,2018-11-07
2018-11-07,2015-06-01,57152,2018-11-07
2018-11-07,2015-07-01,57364,2018-11-07
2018-11-07,2015-08-01,57366,2018-11-07
2018-11-07,2015-09-01,57253,2018-11-07
2018-11-07,2015-10-01,57028,2018-11-07
2018-11-07,2015-11-01,57458,2018-11-07
2018-11-07,2015-12-01,57365,2018-11-07
2018-11-07,2016-01-01,57630,2018-11-07
2018-11-07,2016-02-01,57692,2018-11-07
2018-11-07,2016-03-01,57235,2018-11-07
2018-11-07,2016-04-01,57946,2018-11-07
2018-11-07,2016-05-01,58197,2018-11-07
2018-11-07,2016-06-01,58415,2018-11-07
2018-11-07,2016-07-01,58193,2018-11-07
2018-11-07,2016-08-01,58333,2018-11-07
2018-11-07,2016-09-01,58544,2018-11-07
2018-11-07,2016-10-01,58809,2018-11-07
2018-11-07,2016-11-01,58833,2018-11-07
2018-11-07,2016-12-01,58750,2018-11-07
2018-11-07,2017-01-01,59007,2018-11-07
2018-11-07,2017-02-01,59084,2018-11-07
2018-11-07,2017-03-01,59434,2018-11-07
2018-11-07,2017-04-01,59525,2018-11-07
2018-11-07,2017-05-01,59597,2018-11-07
2018-11-07,2017-06-01,59474,2018-11-07
2018-11-07,2017-07-01,59504,2018-11-07
2018-11-07,2017-08-01,59801,2018-11-07
2018-11-07,2017-09-01,60399,2018-11-07
2018-11-07,2017-10-01,60653,2018-11-07
2018-11-07,2017-11-01,60862,2018-11-07
2018-11-07,2017-12-01,61261,2018-11-07
2018-11-07,2018-01-01,61145,2018-11-07
2018-11-07,2018-02-01,61297,2018-11-07
2018-11-07,2018-03-01,61523,2018-11-07
2018-11-07,2018-04-01,61791,2018-11-07
2018-11-07,2018-05-01,61882,2018-11-07
2018-11-07,2018-06-01,61810,2018-11-07
2018-11-07,2018-07-01,62226,2018-11-07
2018-11-07,2018-08-01,62033,2018-11-07
2018-11-07,2018-09-01,62159,2018-11-07
