realtime_start,obs_date,revenue,realtime_end
11/7/18,11/1/13,25134,11/7/18
11/7/18,12/1/13,25228,11/7/18
11/7/18,1/1/14,25200,11/7/18
11/7/18,2/1/14,25129,11/7/18
11/7/18,3/1/14,25604,11/7/18
11/7/18,4/1/14,26517,11/7/18
11/7/18,5/1/14,26815,11/7/18
11/7/18,6/1/14,26992,11/7/18
11/7/18,7/1/14,26506,11/7/18
11/7/18,8/1/14,27015,11/7/18
11/7/18,9/1/14,26990,11/7/18
11/7/18,10/1/14,26916,11/7/18
11/7/18,11/1/14,27097,11/7/18
11/7/18,12/1/14,26788,11/7/18
11/7/18,1/1/15,27104,11/7/18
11/7/18,2/1/15,26076,11/7/18
11/7/18,3/1/15,27069,11/7/18
11/7/18,4/1/15,27297,11/7/18
11/7/18,5/1/15,27420,11/7/18
11/7/18,6/1/15,27247,11/7/18
11/7/18,7/1/15,28016,11/7/18
11/7/18,8/1/15,28036,11/7/18
11/7/18,9/1/15,27841,11/7/18
11/7/18,10/1/15,28048,11/7/18
11/7/18,11/1/15,28266,11/7/18
11/7/18,12/1/15,28853,11/7/18
11/7/18,1/1/16,28987,11/7/18
11/7/18,2/1/16,28916,11/7/18
11/7/18,3/1/16,29660,11/7/18
11/7/18,4/1/16,28623,11/7/18
11/7/18,5/1/16,28312,11/7/18
11/7/18,6/1/16,29171,11/7/18
11/7/18,7/1/16,28994,11/7/18
11/7/18,8/1/16,28919,11/7/18
11/7/18,9/1/16,28994,11/7/18
11/7/18,10/1/16,29332,11/7/18
11/7/18,11/1/16,29547,11/7/18
11/7/18,12/1/16,29694,11/7/18
11/7/18,1/1/17,30640,11/7/18
11/7/18,2/1/17,30936,11/7/18
11/7/18,3/1/17,30776,11/7/18
11/7/18,4/1/17,31201,11/7/18
11/7/18,5/1/17,30891,11/7/18
11/7/18,6/1/17,31109,11/7/18
11/7/18,7/1/17,31431,11/7/18
11/7/18,8/1/17,31358,11/7/18
11/7/18,9/1/17,32415,11/7/18
