realtime_start,obs_date,revenue,realtime_end
11/7/18,9/1/13,53746,11/7/18
11/7/18,10/1/13,53867,11/7/18
11/7/18,11/1/13,53870,11/7/18
11/7/18,12/1/13,54582,11/7/18
11/7/18,1/1/14,54716,11/7/18
11/7/18,2/1/14,54735,11/7/18
11/7/18,3/1/14,54814,11/7/18
11/7/18,4/1/14,55192,11/7/18
11/7/18,5/1/14,55322,11/7/18
11/7/18,6/1/14,55860,11/7/18
11/7/18,7/1/14,56040,11/7/18
11/7/18,8/1/14,56177,11/7/18
11/7/18,9/1/14,56351,11/7/18
11/7/18,10/1/14,56568,11/7/18
11/7/18,11/1/14,56601,11/7/18
11/7/18,12/1/14,56942,11/7/18
11/7/18,1/1/15,56930,11/7/18
11/7/18,2/1/15,56969,11/7/18
11/7/18,3/1/15,56957,11/7/18
11/7/18,4/1/15,56902,11/7/18
11/7/18,5/1/15,56947,11/7/18
11/7/18,6/1/15,57152,11/7/18
11/7/18,7/1/15,57364,11/7/18
11/7/18,8/1/15,57366,11/7/18
11/7/18,9/1/15,57253,11/7/18
11/7/18,10/1/15,57028,11/7/18
11/7/18,11/1/15,57458,11/7/18
11/7/18,12/1/15,57365,11/7/18
11/7/18,1/1/16,57630,11/7/18
11/7/18,2/1/16,57692,11/7/18
11/7/18,3/1/16,57235,11/7/18
11/7/18,4/1/16,57946,11/7/18
11/7/18,5/1/16,58197,11/7/18
11/7/18,6/1/16,58415,11/7/18
11/7/18,7/1/16,58193,11/7/18
11/7/18,8/1/16,58333,11/7/18
11/7/18,9/1/16,58544,11/7/18
11/7/18,10/1/16,58809,11/7/18
11/7/18,11/1/16,58833,11/7/18
11/7/18,12/1/16,58750,11/7/18
11/7/18,1/1/17,59007,11/7/18
11/7/18,2/1/17,59084,11/7/18
11/7/18,3/1/17,59434,11/7/18
11/7/18,4/1/17,59525,11/7/18
11/7/18,5/1/17,59597,11/7/18
11/7/18,6/1/17,59474,11/7/18
11/7/18,7/1/17,59504,11/7/18
11/7/18,8/1/17,59801,11/7/18
11/7/18,9/1/17,60399,11/7/18
11/7/18,10/1/17,60653,11/7/18
11/7/18,11/1/17,60862,11/7/18
11/7/18,12/1/17,61261,11/7/18
11/7/18,1/1/18,61145,11/7/18
11/7/18,2/1/18,61297,11/7/18
11/7/18,3/1/18,61523,11/7/18
11/7/18,4/1/18,61791,11/7/18
11/7/18,5/1/18,61882,11/7/18
11/7/18,6/1/18,61810,11/7/18
11/7/18,7/1/18,62226,11/7/18
11/7/18,8/1/18,62033,11/7/18
11/7/18,9/1/18,62159,11/7/18
